train_loss_step,epoch,step
4.281431674957275,0,49
4.350175857543945,0,99
4.236023426055908,0,149
4.440554618835449,0,199
4.486038684844971,0,249
4.1914896965026855,0,299
4.330554008483887,0,349
4.235713481903076,0,399
4.281289100646973,0,449
4.281408309936523,0,499
4.281158924102783,0,549
4.236047744750977,0,599
4.303542613983154,0,649
4.327254295349121,0,699
4.258802890777588,0,749
4.48553991317749,0,799
4.259846210479736,0,849
4.439428329467773,0,899
4.417752265930176,0,949
4.188292980194092,0,999
4.252921104431152,0,1049
4.236313343048096,0,1099
4.2574005126953125,0,1149
4.258576393127441,0,1199
4.326985836029053,0,1249
4.19124174118042,0,1299
4.282943248748779,0,1349
4.213831901550293,0,1399
4.214384078979492,0,1449
4.212896347045898,0,1499
4.326297283172607,0,1549
4.340407371520996,0,1599
4.486198902130127,0,1649
4.218094825744629,0,1699
4.28142786026001,0,1749
4.259923934936523,0,1799
4.326796531677246,0,1849
4.373323917388916,0,1899
4.235912799835205,0,1949
4.485595226287842,0,1999
4.281870365142822,0,2049
4.30465841293335,0,2099
4.159185409545898,0,2149
4.3950982093811035,0,2199
4.281508922576904,0,2249
4.281712055206299,0,2299
4.190422058105469,0,2349
4.190955638885498,0,2399
4.286402702331543,0,2449
4.349422931671143,0,2499
4.252508163452148,0,2549
4.242429256439209,0,2599
4.259888648986816,0,2649
4.372199535369873,0,2699
4.236142635345459,0,2749
4.238420486450195,0,2799
4.283529281616211,0,2849
4.304152488708496,0,2899
4.188386917114258,0,2949
4.258528709411621,0,2999
4.304157257080078,0,3049
4.25880241394043,0,3099
4.326545238494873,0,3149
4.372234344482422,0,3199
4.349609851837158,0,3249
4.328301906585693,0,3299
4.372313499450684,0,3349
4.213686466217041,0,3399
4.350266933441162,0,3449
4.260873794555664,0,3499
4.34962272644043,0,3549
4.304488182067871,0,3599
4.463237285614014,0,3649
4.161083698272705,0,3699
4.304175853729248,0,3749
4.326667308807373,0,3799
4.303919315338135,0,3849
4.193902015686035,0,3899
4.213567733764648,0,3949
4.303908824920654,0,3999
4.4627838134765625,0,4049
4.326888561248779,0,4099
4.281461238861084,0,4149
4.34940242767334,0,4199
4.344942569732666,0,4249
4.283473968505859,0,4299
4.3268303871154785,0,4349
4.2371439933776855,0,4399
4.3079047203063965,0,4449
4.326888561248779,0,4499
4.304306983947754,0,4549
4.2587361335754395,0,4599
4.258687496185303,0,4649
4.34977912902832,0,4699
4.372404098510742,0,4749
4.281522750854492,0,4799
4.258727550506592,0,4849
4.350098609924316,0,4899
4.213159561157227,0,4949
4.224643230438232,0,4999
4.372385025024414,0,5049
4.281475067138672,0,5099
4.25988245010376,0,5149
4.2377848625183105,0,5199
4.23654842376709,0,5249
4.258854389190674,0,5299
4.266119480133057,0,5349
4.231294631958008,0,5399
4.392136096954346,0,5449
4.258737564086914,0,5499
4.32643985748291,0,5549
4.3042168617248535,0,5599
4.25874137878418,0,5649
4.330542087554932,0,5699
4.281962871551514,0,5749
4.32469367980957,0,5799
4.44192361831665,0,5849
4.282287120819092,0,5899
4.2726945877075195,0,5949
4.349673748016357,0,5999
4.28073263168335,0,6049
4.236862659454346,0,6099
4.395345211029053,0,6149
4.281465530395508,0,6199
4.3393378257751465,0,6249
4.326920509338379,0,6299
4.236221790313721,0,6349
4.189574718475342,0,6399
4.4405598640441895,0,6449
4.280872344970703,0,6499
4.235341548919678,0,6549
4.242446422576904,0,6599
4.27827262878418,0,6649
4.212858200073242,0,6699
4.258657455444336,0,6749
4.190916061401367,0,6799
4.281478404998779,0,6849
4.3036417961120605,0,6899
4.304153919219971,0,6949
4.309478282928467,0,6999
4.235780239105225,0,7049
4.4181132316589355,0,7099
4.417642593383789,0,7149
4.304224967956543,0,7199
4.18930721282959,0,7249
4.372774600982666,0,7299
4.441405773162842,0,7349
4.25874137878418,0,7399
4.259006023406982,0,7449
4.281383991241455,0,7499
4.281103134155273,0,7549
4.262122631072998,0,7599
4.303194999694824,0,7649
4.281750202178955,0,7699
4.269598007202148,0,7749
4.213271617889404,0,7799
4.286927223205566,0,7849
4.348606109619141,0,7899
4.281046390533447,0,7949
4.352684497833252,0,7999
4.326887607574463,0,8049
4.190974712371826,0,8099
4.334738254547119,0,8149
4.326633930206299,0,8199
4.279362201690674,0,8249
4.2588582038879395,0,8299
4.440515518188477,0,8349
4.395095348358154,0,8399
4.192233562469482,0,8449
4.508750915527344,0,8499
4.349475860595703,0,8549
4.349660873413086,0,8599
4.281283855438232,0,8649
4.213771820068359,0,8699
4.349802494049072,0,8749
4.198120594024658,0,8799
4.216097354888916,0,8849
4.349634647369385,0,8899
4.374818801879883,0,8949
4.304462432861328,0,8999
4.2669758796691895,0,9049
4.463164329528809,0,9099
4.213973045349121,0,9149
4.25861120223999,0,9199
4.277514934539795,0,9249
4.213047504425049,0,9299
4.213300704956055,0,9349
4.2596354484558105,0,9399
4.304332733154297,0,9449
4.507307529449463,0,9499
4.372215270996094,0,9549
4.281238555908203,0,9599
4.349483489990234,0,9649
4.281406879425049,0,9699
4.303370952606201,0,9749
4.23585319519043,0,9799
4.327178001403809,0,9849
4.369512557983398,0,9899
4.3496928215026855,0,9949
4.189947605133057,0,9999
4.486034393310547,0,10049
4.193228721618652,0,10099
4.258673667907715,0,10149
4.213271617889404,0,10199
4.2814717292785645,0,10249
4.2814764976501465,0,10299
4.168079853057861,0,10349
4.399759292602539,0,10399
4.215981483459473,0,10449
4.281793594360352,0,10499
4.39478063583374,0,10549
4.368492126464844,0,10599
4.205190658569336,0,10649
4.258896827697754,0,10699
4.349897384643555,0,10749
4.326665878295898,0,10799
4.417830467224121,0,10849
4.281601428985596,0,10899
4.3269219398498535,0,10949
4.280728340148926,0,10999
4.188813209533691,0,11049
4.245772838592529,0,11099
4.3499226570129395,0,11149
4.236020088195801,0,11199
4.327000141143799,0,11249
4.4177470207214355,0,11299
4.395121097564697,0,11349
4.144859790802002,0,11399
4.41758394241333,0,11449
4.349635124206543,0,11499
4.304188251495361,0,11549
4.326781749725342,0,11599
4.1894145011901855,0,11649
4.304206848144531,0,11699
4.417745590209961,0,11749
4.2589497566223145,0,11799
4.281652450561523,0,11849
4.440413951873779,0,11899
4.242133617401123,0,11949
4.282918453216553,0,11999
4.213459491729736,0,12049
4.280185222625732,0,12099
4.304187774658203,0,12149
4.372334957122803,0,12199
4.213194847106934,0,12249
4.168155670166016,0,12299
4.304031848907471,0,12349
4.2149834632873535,0,12399
4.190784931182861,0,12449
4.281521797180176,0,12499
4.235941410064697,0,12549
4.1473259925842285,0,12599
4.271252155303955,0,12649
4.349297523498535,0,12699
4.326945781707764,0,12749
4.395095348358154,0,12799
4.304694652557373,0,12849
4.1682538986206055,0,12899
4.372639179229736,0,12949
4.213089466094971,0,12999
4.2363104820251465,0,13049
4.220367908477783,0,13099
4.281464099884033,0,13149
4.326755046844482,0,13199
4.1725544929504395,0,13249
4.327259540557861,0,13299
4.365952014923096,0,13349
4.257077693939209,0,13399
4.44039249420166,0,13449
4.270618915557861,0,13499
4.222818374633789,0,13549
4.304330825805664,0,13599
4.1578593254089355,0,13649
4.236767768859863,0,13699
4.304220199584961,0,13749
4.462825775146484,0,13799
4.203287601470947,0,13849
4.417354106903076,0,13899
4.3973259925842285,0,13949
4.168575763702393,0,13999
4.327059268951416,0,14049
4.213236331939697,0,14099
4.463113307952881,0,14149
4.328886985778809,0,14199
4.235972881317139,0,14249
4.28458309173584,0,14299
4.279296875,0,14349
4.326487064361572,0,14399
4.19087553024292,0,14449
4.5086350440979,0,14499
4.349660396575928,0,14549
4.258511543273926,0,14599
4.395102500915527,0,14649
4.410287380218506,0,14699
4.402737617492676,0,14749
4.304021835327148,0,14799
4.190710067749023,0,14849
4.258628845214844,0,14899
4.407969951629639,0,14949
4.213119029998779,0,14999
4.34947395324707,0,15049
4.258756637573242,0,15099
4.349689483642578,0,15149
4.326766014099121,0,15199
4.258662700653076,0,15249
4.281423091888428,0,15299
4.326816082000732,0,15349
4.2587175369262695,0,15399
4.326944828033447,0,15449
4.397669792175293,0,15499
4.318808555603027,0,15549
4.22460412979126,0,15599
4.2137956619262695,0,15649
4.349660873413086,0,15699
4.305837154388428,0,15749
4.281970977783203,0,15799
4.149633407592773,0,15849
4.464237689971924,0,15899
4.174129962921143,0,15949
4.4178571701049805,0,15999
4.304234504699707,0,16049
4.190689563751221,0,16099
4.304530620574951,0,16149
4.213386058807373,0,16199
4.23599910736084,0,16249
4.281463146209717,0,16299
4.281339168548584,0,16349
4.190540313720703,0,16399
4.281448841094971,0,16449
4.2011799812316895,0,16499
4.55434513092041,0,16549
4.509430885314941,0,16599
4.259015083312988,0,16649
4.190741539001465,0,16699
4.304199695587158,0,16749
4.236154556274414,0,16799
4.276317119598389,0,16849
4.281609058380127,0,16899
4.349571228027344,0,16949
4.281407833099365,0,16999
4.320192337036133,0,17049
4.28268575668335,0,17099
4.326272964477539,0,17149
4.23600435256958,0,17199
4.190271854400635,0,17249
4.213273525238037,0,17299
4.417672157287598,0,17349
4.304289817810059,0,17399
4.281483173370361,0,17449
4.236267566680908,0,17499
4.32700252532959,0,17549
4.304076671600342,0,17599
4.440694808959961,0,17649
4.144969940185547,0,17699
4.167547225952148,0,17749
4.258549690246582,0,17799
4.3043084144592285,0,17849
4.258733749389648,0,17899
4.3496856689453125,0,17949
4.23636531829834,0,17999
4.3121819496154785,0,18049
4.280851364135742,0,18099
4.212852954864502,0,18149
4.259025573730469,0,18199
4.304138660430908,0,18249
4.349711894989014,0,18299
4.213197708129883,0,18349
4.395258903503418,0,18399
4.372496604919434,0,18449
4.486037731170654,0,18499
4.225399971008301,0,18549
4.440608501434326,0,18599
4.304101467132568,0,18649
4.258667945861816,0,18699
4.374023914337158,0,18749
4.281582355499268,0,18799
4.4632954597473145,0,18849
4.235062122344971,0,18899
4.2363667488098145,0,18949
4.30421257019043,0,18999
4.281406402587891,0,19049
4.2587456703186035,0,19099
4.2358622550964355,0,19149
4.304215431213379,0,19199
4.213322162628174,0,19249
4.328738689422607,0,19299
4.349691390991211,0,19349
4.372413158416748,0,19399
4.214008808135986,0,19449
4.304209232330322,0,19499
4.371374607086182,0,19549
4.393648147583008,0,19599
4.326826095581055,0,19649
4.3496575355529785,0,19699
4.168107032775879,0,19749
4.417971611022949,0,19799
4.395134925842285,0,19849
4.349555969238281,0,19899
4.32594108581543,0,19949
4.52415132522583,0,19999
4.349042892456055,0,20049
4.190601825714111,0,20099
4.258755207061768,0,20149
4.32692813873291,0,20199
4.304206371307373,0,20249
4.262056827545166,0,20299
4.281473159790039,0,20349
4.28145694732666,0,20399
4.534000873565674,0,20449
4.53147029876709,0,20499
4.440378189086914,0,20549
4.272928714752197,0,20599
4.2585930824279785,0,20649
4.191863536834717,0,20699
4.303978443145752,0,20749
4.394953727722168,0,20799
4.236208438873291,0,20849
4.308567523956299,0,20899
4.281485557556152,0,20949
4.213370323181152,0,20999
4.417394638061523,0,21049
4.193581581115723,0,21099
4.2360358238220215,0,21149
4.258883953094482,0,21199
4.235995769500732,0,21249
4.281423568725586,0,21299
4.463072776794434,0,21349
4.281421184539795,0,21399
4.326923847198486,0,21449
4.372302055358887,0,21499
4.440481185913086,0,21549
4.213564872741699,0,21599
4.248538970947266,0,21649
4.372389793395996,0,21699
4.300644397735596,0,21749
4.281489849090576,0,21799
4.304281234741211,0,21849
4.190784931182861,0,21899
4.282425880432129,0,21949
4.281400680541992,0,21999
4.258701324462891,0,22049
4.281376361846924,0,22099
4.326663017272949,0,22149
4.145448684692383,0,22199
4.329054832458496,0,22249
4.146266460418701,0,22299
4.281367778778076,0,22349
4.281396865844727,0,22399
4.258716583251953,0,22449
4.304248809814453,0,22499
4.233861446380615,0,22549
4.304093837738037,0,22599
4.349451065063477,0,22649
4.372175216674805,0,22699
4.2587456703186035,0,22749
4.463298797607422,0,22799
4.463475704193115,0,22849
4.261877536773682,0,22899
4.37232780456543,0,22949
4.258699417114258,0,22999
4.372294902801514,0,23049
4.236849784851074,0,23099
4.270915985107422,0,23149
4.349668979644775,0,23199
4.281493663787842,0,23249
4.281432628631592,0,23299
4.217144012451172,0,23349
4.3042426109313965,0,23399
4.326967716217041,0,23449
4.440701961517334,0,23499
4.3268303871154785,0,23549
4.31834077835083,0,23599
4.326887130737305,0,23649
4.213293552398682,0,23699
4.258695125579834,0,23749
4.417842864990234,0,23799
4.213866233825684,0,23849
4.238078594207764,0,23899
4.281428337097168,0,23949
4.326940059661865,0,23999
4.2587080001831055,0,24049
4.417857646942139,0,24099
4.417843341827393,0,24149
4.258659839630127,0,24199
4.284246444702148,0,24249
4.236043453216553,0,24299
4.248656749725342,0,24349
4.304200172424316,0,24399
4.395201683044434,0,24449
4.385131359100342,0,24499
4.259105205535889,0,24549
4.3270440101623535,0,24599
4.259185314178467,0,24649
4.258797645568848,0,24699
4.327030658721924,0,24749
4.372366905212402,0,24799
4.281504154205322,0,24849
4.281332015991211,0,24899
4.2819294929504395,0,24949
4.167819499969482,0,24999
4.258857250213623,0,25049
4.258616924285889,0,25099
4.326736927032471,0,25149
4.256263256072998,0,25199
4.321477890014648,0,25249
4.258801460266113,0,25299
4.30472993850708,0,25349
4.165895462036133,0,25399
4.326884746551514,0,25449
4.372279644012451,0,25499
4.326822280883789,0,25549
