train_loss_step,epoch,step,train_loss_epoch
4.881988048553467,0,49,
4.881412029266357,0,99,
4.829596996307373,0,149,
4.396446704864502,0,199,
4.361802577972412,0,249,
4.359033584594727,0,299,
4.3484954833984375,0,349,
4.301793575286865,0,399,
4.257539749145508,0,449,
4.2781171798706055,0,499,
4.404956817626953,0,549,
4.4193434715271,0,599,
4.289493560791016,0,649,
4.300416469573975,0,699,
4.289289474487305,0,749,
4.469175815582275,0,799,
4.3694233894348145,0,849,
4.266660690307617,0,899,
4.232666969299316,0,949,
4.358288764953613,0,999,
4.277634143829346,0,1049,
4.322792053222656,0,1099,
4.380992412567139,0,1149,
4.2902703285217285,0,1199,
4.358306407928467,0,1249,
4.312784671783447,0,1299,
4.289870738983154,0,1349,
4.346873760223389,0,1399,
4.345181941986084,0,1449,
4.356328964233398,0,1499,
4.401218414306641,0,1549,
4.322341442108154,0,1599,
4.2667975425720215,0,1649,
4.422957897186279,0,1699,
4.3897318840026855,0,1749,
4.378204822540283,0,1799,
4.380547523498535,0,1849,
4.447697639465332,0,1899,
4.333343505859375,0,1949,
4.356042861938477,0,1999,
4.266439437866211,0,2049,
4.322119235992432,0,2099,
4.344531059265137,0,2149,
4.254601955413818,0,2199,
4.391491889953613,0,2249,
4.357098579406738,0,2299,
4.380222320556641,0,2349,
4.433726787567139,0,2399,
4.367386817932129,0,2449,
4.39133358001709,0,2499,
4.355165958404541,0,2549,
4.470456123352051,0,2599,
4.539044380187988,0,2649,
4.459385395050049,0,2699,
4.379203796386719,0,2749,
4.345963001251221,0,2799,
4.377230644226074,0,2849,
4.310187816619873,0,2899,
4.288182735443115,0,2949,
4.321630954742432,0,2999,
4.290359973907471,0,3049,
4.321883201599121,0,3099,
4.24319314956665,0,3149,
4.3217291831970215,0,3199,
4.332213878631592,0,3249,
4.333082675933838,0,3299,
4.344143390655518,0,3349,
4.2316131591796875,0,3399,
4.3698859214782715,0,3449,
4.3772077560424805,0,3499,
4.3240742683410645,0,3549,
4.481853008270264,0,3599,
4.369345188140869,0,3649,
4.354053974151611,0,3699,
4.379333972930908,0,3749,
4.346111297607422,0,3799,
4.319896221160889,0,3849,
4.355528354644775,0,3899,
4.2876667976379395,0,3949,
4.3648152351379395,0,3999,
4.3325324058532715,0,4049,
4.344357013702393,0,4099,
4.377540111541748,0,4149,
4.481677532196045,0,4199,
4.379980564117432,0,4249,
4.299025535583496,0,4299,
4.265589714050293,0,4349,
4.36915397644043,0,4399,
4.332433700561523,0,4449,
4.392674446105957,0,4499,
4.399744033813477,0,4549,
4.334866046905518,0,4599,
4.334966659545898,0,4649,
4.318567276000977,0,4699,
4.2749552726745605,0,4749,
4.404551982879639,0,4799,
4.2912373542785645,0,4849,
4.309996128082275,0,4899,
4.300835132598877,0,4949,
4.321418285369873,0,4999,
4.288835525512695,0,5049,
4.3013763427734375,0,5099,
4.336472988128662,0,5149,
4.346479892730713,0,5199,
4.334955215454102,0,5249,
4.325483322143555,0,5299,
4.4113264083862305,0,5349,
4.323047161102295,0,5399,
4.287683486938477,0,5449,
4.285749912261963,0,5499,
4.30061149597168,0,5549,
4.379173755645752,0,5599,
4.299032688140869,0,5649,
4.300482273101807,0,5699,
4.323034763336182,0,5749,
4.378232955932617,0,5799,
4.3015594482421875,0,5849,
4.352415084838867,0,5899,
4.356719970703125,0,5949,
4.3938164710998535,0,5999,
4.413085460662842,0,6049,
4.406465530395508,0,6099,
4.257033824920654,0,6149,
4.245244026184082,0,6199,
4.291683673858643,0,6249,
4.348553657531738,0,6299,
4.333564758300781,0,6349,
4.30210542678833,0,6399,
4.360201835632324,0,6449,
4.372879505157471,0,6499,
4.306966304779053,0,6549,
4.380031108856201,0,6599,
4.427900314331055,0,6649,
4.270148754119873,0,6699,
4.434966564178467,0,6749,
4.259155750274658,0,6799,
4.305017471313477,0,6849,
4.2514801025390625,0,6899,
4.256448268890381,0,6949,
4.305453777313232,0,6999,
4.367846965789795,0,7049,
4.294116020202637,0,7099,
4.218869209289551,0,7149,
4.344299793243408,0,7199,
4.406576156616211,0,7249,
4.235230445861816,0,7299,
4.275090217590332,0,7349,
4.224978446960449,0,7399,
4.35917329788208,0,7449,
4.4732890129089355,0,7499,
4.252364158630371,0,7549,
4.297191143035889,0,7599,
4.349867820739746,0,7649,
4.254604816436768,0,7699,
4.269351005554199,0,7749,
4.366451740264893,0,7799,
4.301827907562256,0,7849,
4.252458572387695,0,7899,
4.232330799102783,0,7949,
4.166792392730713,0,7999,
4.2860565185546875,0,8049,
4.1804327964782715,0,8099,
4.3038434982299805,0,8149,
4.36784029006958,0,8199,
4.384248733520508,0,8249,
4.2309465408325195,0,8299,
4.326700687408447,0,8349,
4.308242321014404,0,8399,
4.2249250411987305,0,8449,
4.271635055541992,0,8499,
4.285468578338623,0,8549,
4.418556213378906,0,8599,
4.258904457092285,0,8649,
4.217461109161377,0,8699,
4.213642597198486,0,8749,
4.320347785949707,0,8799,
4.19514799118042,0,8849,
4.22559118270874,0,8899,
4.29782772064209,0,8949,
4.247553825378418,0,8999,
4.240851879119873,0,9049,
4.326874732971191,0,9099,
4.346916675567627,0,9149,
4.342704772949219,0,9199,
4.35350227355957,0,9249,
4.290400505065918,0,9299,
4.255471229553223,0,9349,
4.282787799835205,0,9399,
4.312333583831787,0,9449,
4.271825313568115,0,9499,
4.255505561828613,0,9549,
4.282952308654785,0,9599,
4.18800163269043,0,9649,
4.284148216247559,0,9699,
4.238276958465576,0,9749,
4.179615020751953,0,9799,
4.271551132202148,0,9849,
4.299057483673096,0,9899,
4.275561332702637,0,9949,
4.212987899780273,0,9999,
4.2929911613464355,0,10049,
4.350735187530518,0,10099,
4.270658493041992,0,10149,
4.316209316253662,0,10199,
4.30826997756958,0,10249,
4.288236618041992,0,10299,
4.334628105163574,0,10349,
4.27891206741333,0,10399,
4.208564281463623,0,10449,
4.372283458709717,0,10499,
4.176939964294434,0,10549,
4.292812824249268,0,10599,
4.338277816772461,0,10649,
4.251664638519287,0,10699,
4.224826335906982,0,10749,
